id,user_id,post_id,message,commented_at,created_at,updated_at
932,8,372,Life Is About Using The Whole Box Of Crayons,2017-10-12 23:40:22.000000,2017-11-21 00:40:22.838836,2017-11-21 00:40:22.838836
933,14,374,"Through the darkness of future's past, the magician longs to see. One chants out between two worlds... ""Fire... walk with me.""",2017-10-31 11:55:16.000000,2017-11-21 00:40:22.854647,2017-11-21 00:40:22.854647
934,12,375,if you’ve never been through a matter transference beam before you’ve probably lost some salt and protein. The beer you had should have cushioned your system a bit.,2017-10-16 14:18:08.000000,2017-11-21 00:40:22.863143,2017-11-21 00:40:22.863143
935,31,377,"But Mr. Dent, the plans have been available in the local planning office for the last nine months.",2017-11-03 15:26:59.000000,2017-11-21 00:40:22.883890,2017-11-21 00:40:22.883890
936,25,377,Just because you have the emotional range of a teaspoon doesn’t mean we all have.,2017-11-09 09:14:06.000000,2017-11-21 00:40:22.888803,2017-11-21 00:40:22.888803
937,11,377,You sort of start thinking anything’s possible if you’ve got enough nerve.,2017-11-03 22:01:57.000000,2017-11-21 00:40:22.893770,2017-11-21 00:40:22.893770
938,19,377,Let the music play,2017-11-04 20:29:42.000000,2017-11-21 00:40:22.898149,2017-11-21 00:40:22.898149
939,24,377,You may think I've gone insane... but I promise. I will kill again.,2017-11-06 23:33:44.000000,2017-11-21 00:40:22.902680,2017-11-21 00:40:22.902680
940,2,378,"Pardon me for breathing, which I never do anyway so I don't know why I bother to say it, Oh God, I'm so depressed.",2017-10-10 02:31:05.000000,2017-11-21 00:40:22.914037,2017-11-21 00:40:22.914037
941,49,378,"To the well-organized mind, death is but the next great adventure.",2017-10-14 13:12:15.000000,2017-11-21 00:40:22.918552,2017-11-21 00:40:22.918552
942,37,379,Dark and difficult times lie ahead. Soon we must all face the choice between what is right and what is easy.,2017-11-10 06:17:55.000000,2017-11-21 00:40:22.930000,2017-11-21 00:40:22.930000
943,13,379,It does not do to dwell on dreams and forget to live.,2017-11-07 12:15:10.000000,2017-11-21 00:40:22.934880,2017-11-21 00:40:22.934880
944,16,379,There's only one life-form as intelligent as me within thirty parsecs of here and that's me.,2017-11-14 06:08:16.000000,2017-11-21 00:40:22.940545,2017-11-21 00:40:22.940545
945,14,380,There was a fish in the percolator!,2017-11-20 05:29:33.000000,2017-11-21 00:40:22.952926,2017-11-21 00:40:22.952926
946,13,380,"No story lives unless someone wants to listen. The stories we love best do live in us forever. So whether you come back by page or by the big screen, Hogwarts will always be there to welcome you home.",2017-11-21 15:31:55.000000,2017-11-21 00:40:22.957433,2017-11-21 00:40:22.957433
947,21,380,You may think I've gone insane... but I promise. I will kill again.,2017-11-20 15:05:03.000000,2017-11-21 00:40:22.962245,2017-11-21 00:40:22.962245
948,15,380,Let the music play,2017-11-24 08:25:48.000000,2017-11-21 00:40:22.966804,2017-11-21 00:40:22.966804
949,17,380,There's only one life-form as intelligent as me within thirty parsecs of here and that's me.,2017-11-19 17:51:38.000000,2017-11-21 00:40:22.971670,2017-11-21 00:40:22.971670
950,42,381,"...they discovered only a small asteroid inhabited by a solitary old man who claimed repeatedly that nothing was true, though he was later discovered to be lying.",2017-11-12 15:57:43.000000,2017-11-21 00:40:22.981671,2017-11-21 00:40:22.981671
951,26,381,"If you want to know what a man’s like, take a good look at how he treats his inferiors, not his equals.",2017-11-14 04:59:12.000000,2017-11-21 00:40:22.986168,2017-11-21 00:40:22.986168
952,40,381,Glamazon!,2017-11-12 22:59:03.000000,2017-11-21 00:40:22.990451,2017-11-21 00:40:22.990451
953,22,381,"That's Funny, Tell Another One",2017-11-09 12:33:33.000000,2017-11-21 00:40:22.995174,2017-11-21 00:40:22.995174
954,4,381,"You're Born Naked, The Rest Is Drag",2017-11-13 04:41:59.000000,2017-11-21 00:40:23.000024,2017-11-21 00:40:23.000024
955,7,383,Just because you have the emotional range of a teaspoon doesn’t mean we all have.,2017-10-11 14:20:44.000000,2017-11-21 00:40:23.016727,2017-11-21 00:40:23.016727
956,6,383,"Words are in my not-so-humble opinion, the most inexhaustible form of magic we have, capable both of inflicting injury and remedying it.",2017-10-14 12:54:54.000000,2017-11-21 00:40:23.021468,2017-11-21 00:40:23.021468
957,41,383,"Words are in my not-so-humble opinion, the most inexhaustible form of magic we have, capable both of inflicting injury and remedying it.",2017-10-11 17:27:04.000000,2017-11-21 00:40:23.025887,2017-11-21 00:40:23.025887
958,1,383,"COOPER, YOU REMIND ME TODAY OF A SMALL MEXICAN CHIHUAHUA.",2017-10-15 22:51:11.000000,2017-11-21 00:40:23.030026,2017-11-21 00:40:23.030026
959,19,383,Put The Bass In Your Walk,2017-10-14 21:44:49.000000,2017-11-21 00:40:23.034258,2017-11-21 00:40:23.034258
960,25,384,"It’s wingardium leviOsa, not leviosAH.",2017-10-27 20:15:53.000000,2017-11-21 00:40:23.044563,2017-11-21 00:40:23.044563
961,14,384,"COOPER, YOU REMIND ME TODAY OF A SMALL MEXICAN CHIHUAHUA.",2017-11-03 02:36:52.000000,2017-11-21 00:40:23.048767,2017-11-21 00:40:23.048767
962,44,384,"No story lives unless someone wants to listen. The stories we love best do live in us forever. So whether you come back by page or by the big screen, Hogwarts will always be there to welcome you home.",2017-10-26 21:00:35.000000,2017-11-21 00:40:23.053525,2017-11-21 00:40:23.053525
963,8,386,Bring Back My Girls,2017-10-13 13:32:02.000000,2017-11-21 00:40:23.070584,2017-11-21 00:40:23.070584
964,12,387,"Curiously enough, the only thing that went through the mind of the bowl of petunias as it fell was Oh no, not again.",2017-11-07 15:17:36.000000,2017-11-21 00:40:23.081489,2017-11-21 00:40:23.081489
965,15,387,Bring Back My Girls,2017-11-07 10:46:59.000000,2017-11-21 00:40:23.087421,2017-11-21 00:40:23.087421
966,27,389,"Things we lose have a way of coming back to us in the end, if not always in the way we expect.",2017-10-21 10:28:49.000000,2017-11-21 00:40:23.107409,2017-11-21 00:40:23.107409
967,10,389,"Through the darkness of future's past, the magician longs to see. One chants out between two worlds... ""Fire... walk with me.""",2017-10-21 17:29:24.000000,2017-11-21 00:40:23.113325,2017-11-21 00:40:23.113325
968,3,390,There's only one life-form as intelligent as me within thirty parsecs of here and that's me.,2017-10-25 11:52:34.000000,2017-11-21 00:40:23.127258,2017-11-21 00:40:23.127258
969,43,390,I won't enjoy it.,2017-10-24 17:54:27.000000,2017-11-21 00:40:23.132933,2017-11-21 00:40:23.132933
970,6,390,You sort of start thinking anything’s possible if you’ve got enough nerve.,2017-10-24 22:55:54.000000,2017-11-21 00:40:23.138522,2017-11-21 00:40:23.138522
971,33,390,"Pardon me for breathing, which I never do anyway so I don't know why I bother to say it, Oh God, I'm so depressed.",2017-10-28 21:52:34.000000,2017-11-21 00:40:23.145352,2017-11-21 00:40:23.145352
972,46,390,She's dead... Wrapped in plastic.,2017-10-23 01:41:41.000000,2017-11-21 00:40:23.150047,2017-11-21 00:40:23.150047
973,30,391,MAY A SMILE BE YOUR UMBRELLA. WE'VE ALL HAD OUR SOCKS TOSSED AROUND.,2017-10-09 03:47:10.000000,2017-11-21 00:40:23.159787,2017-11-21 00:40:23.159787
974,21,391,"COOPER, YOU REMIND ME TODAY OF A SMALL MEXICAN CHIHUAHUA.",2017-10-12 22:00:52.000000,2017-11-21 00:40:23.164805,2017-11-21 00:40:23.164805
975,49,391,After all this time? Always.,2017-10-10 04:00:01.000000,2017-11-21 00:40:23.170392,2017-11-21 00:40:23.170392
976,1,392,Pie. Whoever invented the pie? Here was a great person.,2017-11-10 15:08:17.000000,2017-11-21 00:40:23.186235,2017-11-21 00:40:23.186235
977,31,392,I won't enjoy it.,2017-11-09 11:51:02.000000,2017-11-21 00:40:23.192912,2017-11-21 00:40:23.192912
978,6,393,Dark and difficult times lie ahead. Soon we must all face the choice between what is right and what is easy.,2017-11-06 16:52:28.000000,2017-11-21 00:40:23.203856,2017-11-21 00:40:23.203856
979,35,393,I think you ought to know I'm feeling very depressed.,2017-11-04 10:38:35.000000,2017-11-21 00:40:23.209950,2017-11-21 00:40:23.209950
980,29,393,"I wish you'd just tell me rather trying to engage my enthusiasm, because I haven't got one.",2017-11-06 03:03:49.000000,2017-11-21 00:40:23.216476,2017-11-21 00:40:23.216476
981,41,396,"Words are in my not-so-humble opinion, the most inexhaustible form of magic we have, capable both of inflicting injury and remedying it.",2017-10-30 13:16:19.000000,2017-11-21 00:40:23.238853,2017-11-21 00:40:23.238853
982,32,397,Lip-Sync for Your Life,2017-10-13 08:49:49.000000,2017-11-21 00:40:23.249198,2017-11-21 00:40:23.249198
983,5,397,I have no idea where this will lead us. But I have a definite feeling it will be a place both wonderful and strange.,2017-10-14 13:37:45.000000,2017-11-21 00:40:23.254450,2017-11-21 00:40:23.254450
984,32,398,Glamazon!,2017-10-24 15:57:30.000000,2017-11-21 00:40:23.263389,2017-11-21 00:40:23.263389
985,42,398,"Here I am, brain the size of a planet, and they tell me to take you up to the bridge. Call that job satisfaction? 'Cos I don't.",2017-10-31 19:45:59.000000,2017-11-21 00:40:23.267950,2017-11-21 00:40:23.267950
986,45,398,Just Between Us Squirrel Friends,2017-10-28 14:01:53.000000,2017-11-21 00:40:23.272881,2017-11-21 00:40:23.272881
987,23,398,Put The Bass In Your Walk,2017-10-24 06:25:43.000000,2017-11-21 00:40:23.278045,2017-11-21 00:40:23.278045
988,44,399,Dark and difficult times lie ahead. Soon we must all face the choice between what is right and what is easy.,2017-11-23 06:31:09.000000,2017-11-21 00:40:23.288889,2017-11-21 00:40:23.288889
989,12,400,I won't enjoy it.,2017-10-19 03:30:24.000000,2017-11-21 00:40:23.299891,2017-11-21 00:40:23.299891
990,47,400,Extravaganza Eleganza,2017-10-15 13:11:18.000000,2017-11-21 00:40:23.306119,2017-11-21 00:40:23.306119
991,26,400,I solemnly swear that I am up to no good.,2017-10-14 23:28:41.000000,2017-11-21 00:40:23.312685,2017-11-21 00:40:23.312685
992,5,400,"Cooper, you may be fearless in this world, but there are other worlds.",2017-10-15 18:39:42.000000,2017-11-21 00:40:23.318289,2017-11-21 00:40:23.318289
993,49,400,"Harry, suffering like this proves you are still a man! This pain is part of being human … the fact that you can feel pain like this is your greatest strength.",2017-10-15 18:35:37.000000,2017-11-21 00:40:23.323994,2017-11-21 00:40:23.323994
994,44,401,"It is our choices, Harry, that show what we truly are, far more than our abilities.",2017-10-30 11:19:14.000000,2017-11-21 00:40:23.338897,2017-11-21 00:40:23.338897
995,9,401,"It’s wingardium leviOsa, not leviosAH.",2017-11-05 14:19:21.000000,2017-11-21 00:40:23.344363,2017-11-21 00:40:23.344363
996,15,401,"When The Going Gets Tough, The Tough Reinvent",2017-11-04 22:15:29.000000,2017-11-21 00:40:23.348803,2017-11-21 00:40:23.348803
997,21,402,MAY A SMILE BE YOUR UMBRELLA. WE'VE ALL HAD OUR SOCKS TOSSED AROUND.,2017-11-10 09:36:38.000000,2017-11-21 00:40:23.358330,2017-11-21 00:40:23.358330
998,25,402,"Things we lose have a way of coming back to us in the end, if not always in the way we expect.",2017-11-09 12:19:56.000000,2017-11-21 00:40:23.362801,2017-11-21 00:40:23.362801
999,32,402,Extravaganza Eleganza,2017-11-08 18:59:22.000000,2017-11-21 00:40:23.366901,2017-11-21 00:40:23.366901
1000,40,402,Just Between Us Squirrel Friends,2017-11-14 10:45:46.000000,2017-11-21 00:40:23.371769,2017-11-21 00:40:23.371769
1001,19,402,"You're Born Naked, The Rest Is Drag",2017-11-12 01:03:43.000000,2017-11-21 00:40:23.377048,2017-11-21 00:40:23.377048
1002,48,403,"Here I am, brain the size of a planet, and they tell me to take you up to the bridge. Call that job satisfaction? 'Cos I don't.",2017-10-09 03:02:18.000000,2017-11-21 00:40:23.388939,2017-11-21 00:40:23.388939
1003,9,403,"Of course it is happening inside your head, Harry, but why on Earth should that mean that it is not real?",2017-10-07 01:37:54.000000,2017-11-21 00:40:23.394012,2017-11-21 00:40:23.394012
1004,35,405,He was staring at the instruments with the air of one who is trying to convert Fahrenheit to centigrade in his head while his house is burning down.,2017-10-19 06:11:21.000000,2017-11-21 00:40:23.408540,2017-11-21 00:40:23.408540
1005,48,405,"Pardon me for breathing, which I never do anyway so I don't know why I bother to say it, Oh God, I'm so depressed.",2017-10-25 02:09:16.000000,2017-11-21 00:40:23.413271,2017-11-21 00:40:23.413271
1006,50,405,Dark and difficult times lie ahead. Soon we must all face the choice between what is right and what is easy.,2017-10-22 11:00:07.000000,2017-11-21 00:40:23.418187,2017-11-21 00:40:23.418187
1007,10,405,Sometimes jokes are welcome. Like the one about the kid who said: "I enjoyed school. It was just the principal of the thing.",2017-10-23 10:31:12.000000,2017-11-21 00:40:23.422854,2017-11-21 00:40:23.422854
1008,30,406,Black as midnight on a moonless night.,2017-10-31 09:28:36.000000,2017-11-21 00:40:23.436479,2017-11-21 00:40:23.436479
1009,6,407,Never trust anything that can think for itself if you can't see where it keeps its brain.,2017-11-11 08:08:38.000000,2017-11-21 00:40:23.446047,2017-11-21 00:40:23.446047
1010,19,407,"Shante, Shante, Shante",2017-11-10 08:14:42.000000,2017-11-21 00:40:23.449802,2017-11-21 00:40:23.449802
1011,27,407,"To the well-organized mind, death is but the next great adventure.",2017-11-14 22:59:03.000000,2017-11-21 00:40:23.453669,2017-11-21 00:40:23.453669
1012,7,408,Just because you have the emotional range of a teaspoon doesn’t mean we all have.,2017-11-06 09:38:48.000000,2017-11-21 00:40:23.470333,2017-11-21 00:40:23.470333
1013,14,408,"Through the darkness of future's past, the magician longs to see. One chants out between two worlds... ""Fire... walk with me.""",2017-11-04 18:06:01.000000,2017-11-21 00:40:23.474849,2017-11-21 00:40:23.474849
1014,10,408,YOU ARE WITNESSING A FRONT THREE-QUARTER VIEW OF TWO ADULTS SHARING A TENDER MOMENT,2017-11-05 15:20:48.000000,2017-11-21 00:40:23.479259,2017-11-21 00:40:23.479259
1015,2,408,"But Mr. Dent, the plans have been available in the local planning office for the last nine months.",2017-11-05 04:35:34.000000,2017-11-21 00:40:23.483853,2017-11-21 00:40:23.483853
1016,43,409,There's only one life-form as intelligent as me within thirty parsecs of here and that's me.,2017-11-19 20:39:23.000000,2017-11-21 00:40:23.493519,2017-11-21 00:40:23.493519
1017,48,410,42,2017-10-28 11:31:29.000000,2017-11-21 00:40:23.503524,2017-11-21 00:40:23.503524
1018,25,410,I solemnly swear that I am up to no good.,2017-10-27 11:53:51.000000,2017-11-21 00:40:23.508104,2017-11-21 00:40:23.508104
1019,50,410,"It’s wingardium leviOsa, not leviosAH.",2017-10-24 23:38:59.000000,2017-11-21 00:40:23.512453,2017-11-21 00:40:23.512453
1020,26,410,"Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?",2017-10-24 17:14:31.000000,2017-11-21 00:40:23.517913,2017-11-21 00:40:23.517913
1021,9,411,"Words are in my not-so-humble opinion, the most inexhaustible form of magic we have, capable both of inflicting injury and remedying it.",2017-10-19 11:37:38.000000,2017-11-21 00:40:23.527750,2017-11-21 00:40:23.527750
1022,46,411,"Harry, is that bag smiling?",2017-10-20 00:51:49.000000,2017-11-21 00:40:23.532329,2017-11-21 00:40:23.532329
1023,31,411,"I wish you'd just tell me rather trying to engage my enthusiasm, because I haven't got one.",2017-10-26 00:13:19.000000,2017-11-21 00:40:23.536451,2017-11-21 00:40:23.536451
1024,30,411,I don't wanna talk. I wanna shoot.,2017-10-21 23:51:16.000000,2017-11-21 00:40:23.540347,2017-11-21 00:40:23.540347
1025,41,412,"It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.",2017-11-22 11:32:05.000000,2017-11-21 00:40:23.550244,2017-11-21 00:40:23.550244
1026,14,412,You may think I've gone insane... but I promise. I will kill again.,2017-11-17 10:07:57.000000,2017-11-21 00:40:23.556420,2017-11-21 00:40:23.556420
1027,31,412,"You think you've got problems? What are you supposed to do if you are a manically depressed robot? No, don't try to answer that. I'm fifty thousand times more intelligent than you and even I don't know the answer. It gives me a headache just trying to think down to your level.",2017-11-21 11:16:46.000000,2017-11-21 00:40:23.562651,2017-11-21 00:40:23.562651
1028,5,413,"Where we're from, the birds sing a pretty song, and there's always music in the air.",2017-10-28 06:20:32.000000,2017-11-21 00:40:23.576889,2017-11-21 00:40:23.576889
1029,1,413,She's dead... Wrapped in plastic.,2017-10-28 17:00:50.000000,2017-11-21 00:40:23.581945,2017-11-21 00:40:23.581945
1030,6,414,"Words are in my not-so-humble opinion, the most inexhaustible form of magic we have, capable both of inflicting injury and remedying it.",2017-11-03 17:05:33.000000,2017-11-21 00:40:23.664785,2017-11-21 00:40:23.664785
1031,46,414,J'ai une âme solitaire.,2017-11-06 03:18:31.000000,2017-11-21 00:40:23.669392,2017-11-21 00:40:23.669392
1032,24,414,"Every day, once a day, give yourself a present.",2017-11-06 22:21:30.000000,2017-11-21 00:40:23.674189,2017-11-21 00:40:23.674189
1033,38,414,"You're Born Naked, The Rest Is Drag",2017-11-06 14:50:44.000000,2017-11-21 00:40:23.679284,2017-11-21 00:40:23.679284
1034,27,414,We’ve all got both light and dark inside us. What matters is the part we choose to act on. That’s who we really are.,2017-11-09 17:38:11.000000,2017-11-21 00:40:23.684366,2017-11-21 00:40:23.684366
1035,48,415,"...they discovered only a small asteroid inhabited by a solitary old man who claimed repeatedly that nothing was true, though he was later discovered to be lying.",2017-11-08 07:08:57.000000,2017-11-21 00:40:23.696710,2017-11-21 00:40:23.696710
1036,49,415,You sort of start thinking anything’s possible if you’ve got enough nerve.,2017-11-06 05:55:43.000000,2017-11-21 00:40:23.703284,2017-11-21 00:40:23.703284
1037,19,415,Extravaganza Eleganza,2017-11-08 06:46:19.000000,2017-11-21 00:40:23.708267,2017-11-21 00:40:23.708267
1038,17,415,"I wish you'd just tell me rather trying to engage my enthusiasm, because I haven't got one.",2017-11-05 16:42:53.000000,2017-11-21 00:40:23.713137,2017-11-21 00:40:23.713137
1039,39,416,Lip-Sync for Your Life,2017-11-14 18:39:16.000000,2017-11-21 00:40:23.724449,2017-11-21 00:40:23.724449
1040,33,416,"You think you've got problems? What are you supposed to do if you are a manically depressed robot? No, don't try to answer that. I'm fifty thousand times more intelligent than you and even I don't know the answer. It gives me a headache just trying to think down to your level.",2017-11-17 09:20:09.000000,2017-11-21 00:40:23.728868,2017-11-21 00:40:23.728868
1041,22,416,Hello Hello Hello!,2017-11-11 10:18:31.000000,2017-11-21 00:40:23.733491,2017-11-21 00:40:23.733491
1042,41,416,"Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?",2017-11-11 16:05:49.000000,2017-11-21 00:40:23.738185,2017-11-21 00:40:23.738185
1043,43,416,"Here I am, brain the size of a planet, and they tell me to take you up to the bridge. Call that job satisfaction? 'Cos I don't.",2017-11-15 22:35:34.000000,2017-11-21 00:40:23.743660,2017-11-21 00:40:23.743660
1044,45,417,Sashay Away,2017-10-29 11:50:58.000000,2017-11-21 00:40:23.754374,2017-11-21 00:40:23.754374
1045,36,417,"You're Born Naked, The Rest Is Drag",2017-10-28 23:47:10.000000,2017-11-21 00:40:23.759134,2017-11-21 00:40:23.759134
1046,20,418,"Every day, once a day, give yourself a present.",2017-11-16 12:55:36.000000,2017-11-21 00:40:23.768536,2017-11-21 00:40:23.768536
1047,20,418,"You know, this is — excuse me — a damn fine cup of coffee!",2017-11-18 09:06:36.000000,2017-11-21 00:40:23.773260,2017-11-21 00:40:23.773260
1048,28,419,"If they don’t keep exercising their lips, he thought, their brains start working.",2017-11-12 05:46:19.000000,2017-11-21 00:40:23.782883,2017-11-21 00:40:23.782883
1049,31,420,Life? Don't talk to me about life.,2017-11-16 22:33:33.000000,2017-11-21 00:40:23.793099,2017-11-21 00:40:23.793099
1156,15,464,Put The Bass In Your Walk,2017-11-06 08:08:29.000000,2017-11-21 00:40:24.571418,2017-11-21 00:40:24.571418
1050,50,420,"Harry, suffering like this proves you are still a man! This pain is part of being human … the fact that you can feel pain like this is your greatest strength.",2017-11-12 18:54:21.000000,2017-11-21 00:40:23.797676,2017-11-21 00:40:23.797676
1051,12,420,"Pardon me for breathing, which I never do anyway so I don't know why I bother to say it, Oh God, I'm so depressed.",2017-11-13 17:50:31.000000,2017-11-21 00:40:23.802001,2017-11-21 00:40:23.802001
1052,1,420,"Through the darkness of future's past, the magician longs to see. One chants out between two worlds... ""Fire... walk with me.""",2017-11-14 21:46:50.000000,2017-11-21 00:40:23.806579,2017-11-21 00:40:23.806579
1053,46,420,"You know, this is — excuse me — a damn fine cup of coffee!",2017-11-11 20:41:20.000000,2017-11-21 00:40:23.811108,2017-11-21 00:40:23.811108
1054,32,421,Just Between Us Squirrel Friends,2017-11-06 19:57:29.000000,2017-11-21 00:40:23.820194,2017-11-21 00:40:23.820194
1055,22,421,Don't Be Jealous Of My Boogie,2017-11-10 11:11:24.000000,2017-11-21 00:40:23.825159,2017-11-21 00:40:23.825159
1056,33,421,There's only one life-form as intelligent as me within thirty parsecs of here and that's me.,2017-11-09 19:26:43.000000,2017-11-21 00:40:23.829797,2017-11-21 00:40:23.829797
1057,30,421,Sometimes jokes are welcome. Like the one about the kid who said: "I enjoyed school. It was just the principal of the thing.",2017-11-09 18:31:43.000000,2017-11-21 00:40:23.834652,2017-11-21 00:40:23.834652
1058,13,422,"Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?",2017-11-18 17:06:06.000000,2017-11-21 00:40:23.845826,2017-11-21 00:40:23.845826
1059,48,422,"Evolution? they said to themselves, Who needs it?",2017-11-15 17:21:04.000000,2017-11-21 00:40:23.850973,2017-11-21 00:40:23.850973
1060,44,423,You sort of start thinking anything’s possible if you’ve got enough nerve.,2017-10-29 13:20:34.000000,2017-11-21 00:40:23.862558,2017-11-21 00:40:23.862558
1061,49,423,"Words are in my not-so-humble opinion, the most inexhaustible form of magic we have, capable both of inflicting injury and remedying it.",2017-10-30 15:01:25.000000,2017-11-21 00:40:23.867253,2017-11-21 00:40:23.867253
1062,19,423,Bring Back My Girls,2017-10-25 04:55:41.000000,2017-11-21 00:40:23.872800,2017-11-21 00:40:23.872800
1063,8,423,"Shante, You Stay",2017-10-30 06:53:14.000000,2017-11-21 00:40:23.877430,2017-11-21 00:40:23.877430
1064,14,423,"Every day, once a day, give yourself a present.",2017-10-31 16:56:45.000000,2017-11-21 00:40:23.881580,2017-11-21 00:40:23.881580
1065,4,424,Put The Bass In Your Walk,2017-10-28 05:04:05.000000,2017-11-21 00:40:23.891473,2017-11-21 00:40:23.891473
1066,28,424,Life? Don't talk to me about life.,2017-10-31 09:26:33.000000,2017-11-21 00:40:23.896491,2017-11-21 00:40:23.896491
1067,27,424,"It’s wingardium leviOsa, not leviosAH.",2017-10-24 11:00:04.000000,2017-11-21 00:40:23.901177,2017-11-21 00:40:23.901177
1068,16,424,I think you ought to know I'm feeling very depressed.,2017-10-29 08:34:10.000000,2017-11-21 00:40:23.905982,2017-11-21 00:40:23.905982
1069,28,425,"I wish you'd just tell me rather trying to engage my enthusiasm, because I haven't got one.",2017-11-24 02:54:18.000000,2017-11-21 00:40:23.916270,2017-11-21 00:40:23.916270
1070,50,425,"No story lives unless someone wants to listen. The stories we love best do live in us forever. So whether you come back by page or by the big screen, Hogwarts will always be there to welcome you home.",2017-11-22 14:30:00.000000,2017-11-21 00:40:23.921049,2017-11-21 00:40:23.921049
1071,33,425,"Curiously enough, the only thing that went through the mind of the bowl of petunias as it fell was Oh no, not again.",2017-11-18 00:00:42.000000,2017-11-21 00:40:23.925750,2017-11-21 00:40:23.925750
1072,2,426,"Evolution? they said to themselves, Who needs it?",2017-11-05 09:54:20.000000,2017-11-21 00:40:23.937397,2017-11-21 00:40:23.937397
1073,25,426,"Words are in my not-so-humble opinion, the most inexhaustible form of magic we have, capable both of inflicting injury and remedying it.",2017-11-03 13:09:30.000000,2017-11-21 00:40:23.941991,2017-11-21 00:40:23.941991
1074,31,427,"I wish you'd just tell me rather trying to engage my enthusiasm, because I haven't got one.",2017-11-15 17:15:53.000000,2017-11-21 00:40:23.952081,2017-11-21 00:40:23.952081
1075,24,427,J'ai une âme solitaire.,2017-11-14 06:19:33.000000,2017-11-21 00:40:23.956386,2017-11-21 00:40:23.956386
1076,24,427,There was a fish in the percolator!,2017-11-15 11:44:12.000000,2017-11-21 00:40:23.960770,2017-11-21 00:40:23.960770
1077,10,427,J'ai une âme solitaire.,2017-11-08 20:51:34.000000,2017-11-21 00:40:23.965889,2017-11-21 00:40:23.965889
1078,19,428,Put The Bass In Your Walk,2017-10-29 12:42:09.000000,2017-11-21 00:40:23.976558,2017-11-21 00:40:23.976558
1079,22,429,Bring Back My Girls,2017-10-26 02:03:03.000000,2017-11-21 00:40:23.986708,2017-11-21 00:40:23.986708
1080,38,429,Life Is About Using The Whole Box Of Crayons,2017-10-23 01:27:59.000000,2017-11-21 00:40:23.992569,2017-11-21 00:40:23.992569
1081,39,430,Just Between Us Squirrel Friends,2017-10-19 03:50:24.000000,2017-11-21 00:40:24.003116,2017-11-21 00:40:24.003116
1082,42,430,Life? Don't talk to me about life.,2017-10-22 06:42:28.000000,2017-11-21 00:40:24.008092,2017-11-21 00:40:24.008092
1083,44,430,You sort of start thinking anything’s possible if you’ve got enough nerve.,2017-10-16 22:41:45.000000,2017-11-21 00:40:24.012709,2017-11-21 00:40:24.012709
1084,49,430,We’ve all got both light and dark inside us. What matters is the part we choose to act on. That’s who we really are.,2017-10-17 00:30:34.000000,2017-11-21 00:40:24.017442,2017-11-21 00:40:24.017442
1085,35,431,And then of course I've got this terrible pain in all the diodes down my left side.,2017-11-15 02:52:20.000000,2017-11-21 00:40:24.028417,2017-11-21 00:40:24.028417
1086,33,431,"I've just had an unhappy love affair, so I don't see why anybody else should have a good time.",2017-11-14 18:32:08.000000,2017-11-21 00:40:24.033343,2017-11-21 00:40:24.033343
1087,27,431,"Of course it is happening inside your head, Harry, but why on Earth should that mean that it is not real?",2017-11-14 09:50:44.000000,2017-11-21 00:40:24.038150,2017-11-21 00:40:24.038150
1088,36,431,Extravaganza Eleganza,2017-11-13 15:53:39.000000,2017-11-21 00:40:24.043005,2017-11-21 00:40:24.043005
1089,40,432,You Betta Work,2017-11-13 17:56:06.000000,2017-11-21 00:40:24.054283,2017-11-21 00:40:24.054283
1090,6,432,Dark and difficult times lie ahead. Soon we must all face the choice between what is right and what is easy.,2017-11-12 00:21:38.000000,2017-11-21 00:40:24.059447,2017-11-21 00:40:24.059447
1091,37,432,"It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.",2017-11-15 23:32:27.000000,2017-11-21 00:40:24.063954,2017-11-21 00:40:24.063954
1092,39,432,"Shante, You Stay",2017-11-16 02:34:51.000000,2017-11-21 00:40:24.068193,2017-11-21 00:40:24.068193
1093,30,432,You may think I've gone insane... but I promise. I will kill again.,2017-11-09 12:31:27.000000,2017-11-21 00:40:24.073050,2017-11-21 00:40:24.073050
1094,26,434,Just because you have the emotional range of a teaspoon doesn’t mean we all have.,2017-11-05 20:51:02.000000,2017-11-21 00:40:24.089449,2017-11-21 00:40:24.089449
1095,11,434,"You're a wizard, Harry.",2017-11-07 17:32:57.000000,2017-11-21 00:40:24.094580,2017-11-21 00:40:24.094580
1096,2,434,"Magrathea itself disappeared and its memory soon passed into the obscurity of legend. In these enlightened days, of course, no one believes a word of it.",2017-11-03 00:39:21.000000,2017-11-21 00:40:24.099093,2017-11-21 00:40:24.099093
1097,19,434,"You're Born Naked, The Rest Is Drag",2017-11-05 12:08:26.000000,2017-11-21 00:40:24.103648,2017-11-21 00:40:24.103648
1098,6,436,"Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?",2017-11-24 18:23:56.000000,2017-11-21 00:40:24.121346,2017-11-21 00:40:24.121346
